country;RAAUC;RegularDeaths;2020Deaths;2021Deaths;2022Deaths;EXD2020;EXD2021;EXD2022;population;RDBP;IRDPP2020;IRDPP2021;IRDPP2022;EDPP2020;EDPP2021;EDPP2022
Jamaica;12.0;18304.600000000002;18978.0;39193.0;17804.0;673.3999999999978;20888.399999999998;-500.6000000000022;2827694.0;0.006473331272761481;0.006711475852762003;0.013860410638492;0.006296296558255596;0.00023814458000052263;0.00738707936573052;-0.00017703471450588438
Japan;12.0;1337896.0;1384544.0;34471.0;8040.190476190476;46648.0;-1303425.0;-1329855.8095238095;124612530.0;0.010736448413333715;0.011110792791062023;0.0002766254725748687;6.452152505201906e-05;0.0003743443777283071;-0.010459822940758846;-0.010671926888281696
Jordan;12.0;27525.0;33073.0;36950.0;159369.11627906977;5548.0;9425.0;131844.11627906977;11148278.0;0.0024689911751393356;0.0029666465080974837;0.0033144132214858652;0.014295402059319813;0.0004976553329581483;0.0008454220463465299;0.011826410884180478
Kazakhstan;12.0;131461.6;162613.0;268.0;38908.38095238095;31151.399999999994;-131193.6;-92553.21904761906;19196465.0;0.0068482191903561414;0.008470986715522884;1.3960903739308253e-05;0.002026851347494497;0.0016227675251667426;-0.006834258286616833;-0.004821367842861644
Kosovo;12.0;8769.2;12987.0;47463.0;23560.5;4217.799999999999;38693.8;14791.3;1782115.0;0.00492067010265892;0.0072874085005737565;0.026632961396991776;0.01322052729481543;0.0023667383979148367;0.02171229129433286;0.00829985719215651
Kuwait;12.0;6722.199999999999;10569.0;4467.0;44429.767441860466;3846.800000000001;-2255.199999999999;37707.56744186047;4250114.0;0.0015816516921663747;0.0024867568258169076;0.0010510306311783636;0.010453782520153686;0.0009051051336505329;-0.0005306210609880109;0.008872130827987313
Kyrgyzstan;12.0;33546.0;39977.0;2320.0;9693.333333333334;6431.0;-31226.0;-23852.666666666664;6527743.0;0.005138989080912039;0.0061241687976992965;0.0003554061488021204;0.0014849440814893194;0.000985179716787257;-0.004783582932109919;-0.00365404499942272
Latvia;52.0;28380.643678160923;28762.867924528306;224569.0;42048.0;382.2242463673829;196188.3563218391;13667.356321839077;1873919.0;0.015145074935555338;0.015349045462759225;0.11983922464097968;0.022438536564280527;0.00020397052720388814;0.10469414970542434;0.007293461628725189
Lebanon;12.0;25156.800000000003;28392.0;4132.0;175626.23;3235.199999999997;-21024.800000000003;150469.43;5592631.0;0.004498204869944039;0.005076680367433503;0.0007388293631387445;0.03140314996644692;0.0005784754974894637;-0.003759375506805295;0.026904945096502878
Liechtenstein;12.0;261.8;319.0;4613.0;657405.6000000001;57.19999999999999;4351.2;657143.8;39039.0;0.006706114398422091;0.008171315863623557;0.11816388739465662;16.839714132021825;0.001465201465201465;0.11145777299623454;16.833008017623403
Lithuania;52.0;40049.36398467433;43485.735849056604;13274.0;442688.0930232558;3436.371864382272;-26775.36398467433;402638.7290385815;2786651.0;0.014371862132959719;0.01560501686399072;0.0047634239092014035;0.15886025663897482;0.0012331547310310018;-0.009608438223758314;0.1444883945060151
Luxembourg;52.0;4149.839080459769;4578.943396226416;1094.0;123441.33333333334;429.1043157666463;-3055.8390804597693;119291.49425287357;639321.0;0.006491010119266799;0.007162197700726889;0.0017111904661351652;0.19308193119471023;0.0006711875814600902;-0.004779819653131634;0.18659092107544342
Macao;12.0;2207.7999999999997;2230.0;1089683.0;35133.799999999996;22.200000000000273;1087475.2;32925.99999999999;686607.0;0.0032155221254662417;0.0032478550320634656;1.5870548945757907;0.05117017449574501;3.2332906597224134e-05;1.5838393724503246;0.047954652370278766
Malaysia;12.0;166386.4;166507.0;45386.0;2688.0;120.60000000000582;-121000.4;-163698.4;33573874.0;0.004955829643013493;0.004959421721782836;0.0013518249338756677;8.0062253167448e-05;3.592078769343264e-06;-0.0036040047091378253;-0.004875767389846045
Maldives;12.0;1170.8;1275.0;593.0;274622.947368421;104.20000000000005;-577.8;273452.147368421;521458.0;0.002245243145181395;0.0024450674838625546;0.0011371960924945058;0.5266444226925677;0.00019982433868115946;-0.0011080470526868894;0.5243991795473865
Malta;52.0;3534.406130268199;4066.7924528301887;19931.0;1931068.0;532.3863225619898;16396.5938697318;1927533.5938697318;526748.0;0.006709861509238192;0.007720565531962511;0.03783782757599459;3.6660186654719147;0.0010107040227243195;0.031127966066756402;3.659308803962676
Martinique;52.0;3271.6168582375476;3565.4339622641505;9066.909090909092;6600.195121951219;293.8171040266029;5795.292232671544;3328.5782637136717;0.0;inf;inf;inf;inf;inf;inf;inf
Mauritius;12.0;10404.4;11060.0;170051.0;474.0;655.6000000000004;159646.6;-9930.4;1298915.0;0.008010069942990881;0.008514798889842676;0.13091772748794187;0.00036491995242182897;0.0005047289468517958;0.12290765754495098;-0.007645149990569052
Mayotte;52.0;692.735632183908;924.2264150943397;1983.0;265.3333333333333;231.49078291043168;1290.264367816092;-427.4022988505747;0.0;inf;inf;inf;inf;inf;inf;-inf
Mexico;52.0;696709.3486590039;1066931.0943396227;34792.0;114322.66666666666;370221.7456806188;-661917.3486590039;-582386.6819923372;126705138.0;0.005498666902197793;0.008420582710226185;0.0002745902853600144;0.0009022733290158024;0.002921915808028391;-0.005224076616837778;-0.00459639357318199
Moldova;12.0;37822.0;40716.0;28516.0;26746.666666666664;2894.0;-9306.0;-11075.333333333336;3061506.0;0.012354050588174579;0.013299336992970126;0.00931437011719069;0.008736441041326284;0.0009452864047955484;-0.0030396804709838885;-0.003617609546848295
Monaco;12.0;527.8;521.0;41894.0;58734.70270270271;-6.7999999999999545;41366.2;58206.902702702704;36686.0;0.014386959603118355;0.01420160279125552;1.1419615112031838;1.601011358630069;-0.0001853568118628347;1.1275745516000653;1.5866243990269504
Mongolia;12.0;16580.6;15922.0;12649.0;21878.048780487807;-658.5999999999985;-3931.5999999999985;5297.448780487808;3347782.0;0.004952711974674575;0.004755984708681748;0.003778322483363612;0.0065350876432479195;-0.00019672726599282705;-0.0011743894913109631;0.0015823756685733445
Montenegro;52.0;6461.747126436781;7297.66037735849;26713.199999999997;561555.2558139535;835.9132509217088;20251.452873563216;555093.5086875167;627859.0;0.010291716972181304;0.011623087950253942;0.04254649531184549;0.894397079302763;0.0013313709780726386;0.032254778339664184;0.8841053623305817
Netherlands;52.0;149924.7662835249;168012.98113207548;53717.0;376038.0;18088.21484855059;-96207.76628352489;226113.2337164751;17501696.0;0.008566299305137337;0.00959981142010897;0.003069245403416903;0.021485803432993007;0.001033512114971634;-0.005497053901720433;0.012919504127855672
New Caledonia;12.0;1549.6;1540.0;263448.60000000003;465250.6666666667;-9.599999999999909;261899.00000000003;463701.0666666667;287800.0;0.005384294649061848;0.005350938151494093;0.9153877692842253;1.6165763261524206;-3.335649756775507e-05;0.9100034746351634;1.611192031503359
New Zealand;52.0;32676.72030651341;32567.698113207545;879429.0;92551.94;-109.02219330586377;846752.2796934866;59875.21969348659;5129728.0;0.006370068804138038;0.006348815787739145;0.17143774484729016;0.018042270467362013;-2.1253016398893617e-05;0.16506767604315212;0.011672201663223974
Nicaragua;12.0;24242.8;33638.0;518700.0;71542.90000000001;9395.2;494457.2;47300.100000000006;6850540.0;0.003538815918161196;0.004910269847340502;0.07571665883273436;0.010443395703112457;0.0013714539291793057;0.07217784291457316;0.00690457978495126
North Macedonia;12.0;20267.8;25408.0;124559.0;206191.19999999998;5140.200000000001;104291.2;185923.4;2103330.0;0.009636053305948187;0.012079892361160636;0.05921990367655099;0.0980308368159062;0.0024438390552124494;0.049583850370602804;0.08839478350995801
Norway;52.0;40595.26436781609;40422.64150943396;32977.0;593864.3999999999;-172.62285838212847;-7618.264367816089;553269.1356321839;5403021.0;0.0075134381983368356;0.0074814888762109125;0.0061034373177524205;0.10991339844875671;-3.194932212592334e-05;-0.0014100008805844155;0.10239996025041988
Oman;12.0;8518.6;10589.0;2774.0;8340.0;2070.3999999999996;-5744.6;-178.60000000000036;4520471.0;0.0018844496513748237;0.0023424550229389812;0.0006136528693580824;0.0018449404940325909;0.00045800537156415774;-0.0012707967820167413;-3.950915734223278e-05
Palestine;12.0;12449.0;14106.0;333028.0;686976.0;1657.0;320579.0;674527.0;5133392.0;0.002425102154676674;0.0027478906734572386;0.0648748429888074;0.1338249640783326;0.0003227885187805646;0.062449740834130726;0.13139986192365594
Panama;12.0;19319.6;23876.0;2445509.0;647952.1904761905;4556.4000000000015;2426189.4;628632.5904761906;4351267.0;0.004439994144234311;0.005487137424570821;0.5620222799474268;0.14891115403311048;0.0010471432803365092;0.5575822858031925;0.14447115988887618
Paraguay;12.0;31681.800000000003;36738.0;5786.0;3261108.5;5056.199999999997;-25895.800000000003;3229426.7;6703799.0;0.004725947183082309;0.0054801762403675885;0.0008630927031075961;0.486456783683401;0.0007542290572852792;-0.0038628544799747134;0.4817308365003187
Peru;52.0;152683.9;238746.8150943396;454.0;41737.5;86062.91509433961;-152229.9;-110946.4;33715472.0;0.004528600400433368;0.007081224165995351;1.3465627887398403e-05;0.001237933136454385;0.002552623765561983;-0.0045151347725459695;-0.0032906672639789825
Philippines;12.0;586629.6000000001;613936.0;1184.0;173821.33333333334;27306.399999999907;-585445.6000000001;-412808.2666666667;113880328.0;0.005151281264311076;0.005391062800591863;1.0396879081697061e-05;0.0015263508314915756;0.00023978153628078684;-0.00514088438522938;-0.003624930432819501
Poland;52.0;400514.3601532567;476441.6603773585;312.0;;75927.30022410181;-400202.3601532567;;38307726.0;0.010455184945022752;0.012437221159443358;8.144571149955495e-06;;0.001982036214420606;-0.010447040373872797;
Portugal;52.0;110403.77011494253;123383.24528301886;135901.0;;12979.47516807633;25497.229885057473;;10290103.0;0.010729121964565614;0.011990477187936686;0.013206962068309715;;0.0012613552233710712;0.0024778401037441;
Puerto Rico;52.0;29263.999999999996;31790.64150943396;925.0;;2526.6415094339645;-28338.999999999996;;3256028.0;0.00898763769844731;0.00976362657490475;0.0002840884660697021;;0.0007759888764574397;-0.008703549232377608;
Qatar;12.0;2308.6;2627.0;24292.0;;318.4000000000001;21983.4;;2688235.0;0.0008587790873937732;0.0009772211134815223;0.009036412367222359;;0.00011844202608774906;0.008177633279828588;
Romania;52.0;260476.56704980842;295739.69811320753;72520.0;;35263.13106339911;-187956.56704980842;;19328560.0;0.013476253122312704;0.015300658616741626;0.0037519608289494923;;0.0018244054944289232;-0.009724292293363211;
Russia;12.0;1850579.6400000001;2138585.9;23088.0;;288006.2599999998;-1827491.6400000001;;145102755.0;0.012753580316238656;0.014738423815591923;0.00015911482866055852;;0.001984843499353267;-0.012594465487578097;
R̩union;52.0;4808.704980842912;5155.8490566037735;706615.0;;347.1440757608616;701806.2950191571;;0.0;inf;inf;inf;;inf;inf;
Saint Kitts and Nevis;12.0;387.0;377.0;316897.0;;-10.0;316510.0;;47606.0;0.008129227408309877;0.007919169852539596;6.656660925093475;;-0.00021005755577028105;6.648531697685166;
Saint Vincent and the Grenadines;12.0;944.8;1049.0;447878.0;;104.20000000000005;446933.2;;104332.0;0.0090557067821953;0.010054441590307864;4.292815243645286;;0.000998734808112564;4.283759536863091;
San Marino;12.0;252.2;343.0;91511.1;;90.80000000000001;91258.90000000001;;33746.0;0.007473478338173412;0.010164167605049488;2.711761393942986;;0.0026906892668760746;2.7042879156048127;
Serbia;12.0;102269.40000000001;116850.0;70627.0;;14580.599999999991;-31642.40000000001;;6871547.0;0.014883024157442278;0.01700490442690707;0.010278180444665518;;0.0021218802694647934;-0.00460484371277676;
Seychelles;12.0;762.2;668.0;183732.0;;-94.20000000000005;182969.8;;106470.0;0.007158824081901005;0.006274067812529351;1.7256692025922795;;-0.0008847562693716544;1.7185103785103784;
Singapore;12.0;20702.4;22054.0;563650.0;;1351.5999999999985;542947.6;;5453600.0;0.003796097990318322;0.004043934281942203;0.10335374798298372;;0.0002478362916238812;0.09955764999266539;
Slovakia;52.0;53352.0;59127.92452830189;8980.0;;5775.92452830189;-44372.0;;5447622.0;0.009793631055899253;0.010853896347489215;0.0016484256800490195;;0.0010602652915899617;-0.008145205375850234;
Slovenia;52.0;20156.873563218393;23944.528301886792;96514.0;;3787.6547386683997;76357.1264367816;;2119410.0;0.009510606047540775;0.011297733002055662;0.045538145049801595;;0.0017871269545148883;0.03602753900226082;
South Africa;52.0;528548.6;584342.641509434;714263.0;;55794.041509434;185714.40000000002;;59392255.0;0.00889928493201681;0.009838701047963812;0.012026197691938115;;0.0009394161159470035;0.003126912759921307;
South Korea;52.0;286235.2950191571;303689.81132075476;665663.0;;17454.516301597643;379427.7049808429;;51830139.0;0.005522564680352432;0.005859328513874037;0.01284316447617476;;0.00033676383352160494;0.007320599795822328;
Spain;52.0;417091.00383141765;489443.62264150946;3457902.0000000005;;72352.61881009181;3040810.9961685827;;47486935.0;0.00878327910258722;0.01030691120918858;0.07281796561517395;;0.001523632106601359;0.06403468651258673;
Suriname;12.0;3696.0;3971.0;40599.0;;275.0;36903.0;;612984.0;0.006029521162053169;0.006478146248515459;0.06623174503739086;;0.0004486250864622894;0.06020222387533769;
Sweden;52.0;90680.94712643677;97773.73584905661;174540.0;;7092.788722619836;83859.05287356323;;10467097.0;0.008663428563472448;0.009341055676569789;0.016675110587013764;;0.0006776271130973408;0.008011682023541316;
Switzerland;52.0;66651.84674329501;75764.98113207547;;;9113.134388780454;;;8691406.0;0.007668707081834057;0.008717229540545622;;;0.0010485224587115658;;
Taiwan;12.0;171317.0;173156.0;;;1839.0;;;23859912.0;0.007180118686104123;0.007257193572214348;;;7.707488611022538e-05;;
Tajikistan;12.0;33191.799999999996;42626.0;;;9434.200000000004;;;9750064.0;0.003404264833543656;0.004371868738502639;;;0.0009676039049589833;;
Thailand;12.0;480527.6;501438.0;;;20910.400000000023;;;71601103.0;0.006711175943756062;0.007003216137606148;;;0.0002920401938500867;;
Transnistria;13.0;6703.142857142857;7258.0;;;554.8571428571431;;;0.0;inf;inf;;;inf;;
Tunisia;12.0;66557.2;75058.0;;;8500.800000000003;;;12262946.0;0.005427504940493092;0.006120715201714172;;;0.0006932102612210803;;
Ukraine;12.0;584265.6000000001;616835.0;;;32569.399999999907;;;43531422.0;0.013421698009313827;0.014169879403434145;;;0.0007481813941203186;;
United Kingdom;52.0;603513.3946360154;683558.641509434;;;80045.24687341857;;;67281040.0;0.008970036649790422;0.010159751417478593;;;0.0011897147676881714;;
United States;52.0;2788694.8;3375902.7924528304;;;587207.9924528305;;;336997624.0;0.008275117096968019;0.01001758633305032;;;0.001742469236082301;;
Uruguay;12.0;33869.6;32638.0;;;-1231.5999999999985;;;3426260.0;0.009885297671513546;0.009525838669569735;;;-0.00035945900194381004;;
Uzbekistan;12.0;155406.4;175637.0;;;20230.600000000006;;;34081449.0;0.004559853074322045;0.005153448728074913;;;0.0005935956537528673;;
