,id,malignant,nucleus_mean,nucleus_se,nucleus_worst,texture_mean,texture_se,texture_worst,perimeter_mean,perimeter_se,perimeter_worst,area_mean,area_se,area_worst,smoothness_mean,smoothness_se,smoothness_worst,compactness_mean,compactness_se,compactness_worst,concavity_mean,concavity_se,concavity_worst,concave_pts_mean,concave_pts_se,concave_pts_worst,symmetry_mean,symmetry_se,symmetry_worst,fractal_dim_mean,fractal_dim_se,fractal_dim_worst
id,1.0,-0.06526788444875088,0.029641371548801334,0.08234781084395859,0.029287434357934464,0.028957702331211015,-0.04977311516212425,-0.0010273612345587516,0.0012566041946420804,-0.002451268759071027,0.00022289782750788755,-0.05858559131814558,-0.011542234419258076,0.01994194458707468,0.001033566151118412,0.0028036776104516515,0.012488783022409253,0.0254548043787713,0.018669721441694348,0.010641953942600015,-0.019547523145041715,-0.013924646042953908,0.019043611510337302,0.05121127058066457,0.01970699493888061,0.017681260825200724,-0.05481921519647167,-0.007513538667823988,-0.007539601825034494,-0.006401684710642748,-0.04692418043136414,-0.060670200908512224
malignant,-0.06526788444875088,1.0,0.5990815474936287,0.37764402157378224,0.6117753557371114,0.5999922065196066,0.30403287850577393,0.497970934520187,0.5994491686848045,0.6358731860594524,0.27192415121740166,-0.02117312092141836,0.5041971073642237,0.015872025573569565,0.5152426232761508,0.5837215691954606,-0.0426558007767452,0.3111147735525951,0.3844857254783089,0.39954573320988196,-0.07545066303504673,0.16467393251197854,0.6441948263941853,0.3896541593126852,0.6508786774474363,0.6431165458424388,0.34795230947517913,0.49595750794542576,0.5769068709182953,0.6390903923366004,0.3243801716559886,0.2545705110197949
nucleus_mean,0.029641371548801334,0.5990815474936287,1.0,0.2291593784456431,0.9633202777091125,0.9855648991935299,0.09954913667867968,0.3400200751959346,0.46508733412790526,0.5669168497729085,0.08150194570358216,-0.24622043968646926,0.3847123212206526,-0.09586140546702411,0.39899946788422,0.5490794792246148,-0.22606489623966344,0.18115290095426356,0.2559450096317161,0.2867423691142813,-0.16840671434971338,-0.00583213151835832,0.8820629394078087,0.2103021083310968,0.8627633308670782,0.882035231418031,0.08228359958704096,0.3329701070870867,0.42109956734365406,0.5325694478310553,0.11414081846793973,0.02410324937763231
nucleus_se,0.08234781084395859,0.37764402157378224,0.2291593784456431,1.0,0.23435270496778152,0.23082876244167036,0.017134877617027103,0.1842202235648159,0.2360786887682124,0.20962913200385327,0.07549261783144258,-0.0392547784798346,0.24709808571841527,0.30929392726394916,0.26414160317392915,0.2706594723432954,0.024483782898072664,0.18053500966378777,0.19781975350011632,0.1625702102963406,0.007114308810482022,0.09966292299051478,0.24699256159444263,0.7412926906699542,0.25440587138215637,0.248096382503423,0.0693363100786513,0.19977650898650587,0.23524203161152388,0.21774256271883208,0.08148152757012987,0.07828934895996689
nucleus_worst,0.029287434357934464,0.6117753557371114,0.9633202777091125,0.23435270496778152,1.0,0.9569652550813528,0.12243356705130991,0.37554006755874536,0.49758701426480245,0.5967162829921118,0.10178098889926163,-0.21466135571766887,0.39371609205487357,-0.09117020750463486,0.41424561232042467,0.5571268071865544,-0.21516464552188547,0.2115619713293116,0.2836800432988767,0.31085629640184664,-0.15885594085235571,0.021156357807769192,0.8869405139711831,0.21603184341261034,0.8812445063428807,0.8852459042890298,0.10242802421624346,0.36502630775658435,0.44954867325542497,0.5598192173637424,0.13028257335481877,0.05310315164477883
texture_mean,0.028957702331211015,0.5999922065196066,0.9855648991935299,0.23082876244167036,0.9569652550813528,1.0,0.09254105992450662,0.3335344926442078,0.4618432477517967,0.5617596456794245,0.07696285744114141,-0.2521310138954066,0.38710116671308764,-0.09417932782977943,0.40095072461704145,0.5523093878592009,-0.22665787796709072,0.1773775260730975,0.25404028979851173,0.28328020426813405,-0.16985938635361725,-0.00873313795901472,0.8838111228471448,0.21205134083761532,0.8634088850119981,0.8859056250289308,0.07779340831645129,0.3282567724629687,0.41882234396942375,0.5283754074184087,0.11203209156589904,0.020264540768931354
texture_se,-0.04977311516212425,0.30403287850577393,0.09954913667867968,0.017134877617027103,0.12243356705130991,0.09254105992450662,1.0,0.4910721118448688,0.36410531234128757,0.39851132801527916,0.3815145663601175,0.4170704498865422,0.22356092411948947,0.06180575488204281,0.2207431656987476,0.1964144807759369,0.23012346260088498,0.27421797585577856,0.24702443684212988,0.30547943088183177,0.10104525395325445,0.2861671380445824,0.13621865363256977,0.041361461641259194,0.1523429794012161,0.1288814795487631,0.608474819310243,0.3358140685140748,0.300847143881595,0.34919514287243336,0.27060197061082,0.357792300386212
texture_worst,-0.0010273612345587516,0.497970934520187,0.3400200751959346,0.1842202235648159,0.37554006755874536,0.3335344926442078,0.4910721118448688,1.0,0.7191937222081604,0.6530223226308496,0.39236622218190415,0.3459234961292285,0.3510013090979342,0.03227443801369757,0.4092919327425303,0.37248269202955014,0.08499207769774222,0.6192178307867293,0.570662684129177,0.537137786695126,0.06625066620928706,0.43720561769312677,0.3720458152536985,0.17444861986918697,0.41262767059053496,0.3639801569187288,0.4122742122897591,0.72484185268382,0.6479415715580625,0.6330904492346651,0.3129907819793834,0.49823132367789036
perimeter_mean,0.0012566041946420804,0.5994491686848045,0.46508733412790526,0.2360786887682124,0.49758701426480245,0.4618432477517967,0.36410531234128757,0.7191937222081604,1.0,0.7752655581905907,0.31135362958441626,0.17347640117476434,0.4053834957411752,0.03534557781191596,0.45962595281579827,0.4600802421821596,0.048788038690192326,0.559087741675354,0.6783780353305552,0.5815173330667214,0.01524406291680308,0.3513986271017201,0.49291374658341836,0.22779716170264697,0.5317504338030046,0.4882811177157148,0.33890181075963255,0.6540701105678935,0.7878697812697398,0.7340474055398336,0.26348996103909167,0.3774554488446292
perimeter_se,-0.002451268759071027,0.6358731860594524,0.5669168497729085,0.20962913200385327,0.5967162829921118,0.5617596456794245,0.39851132801527916,0.6530223226308496,0.7752655581905907,1.0,0.2919696364880258,0.09488488452221709,0.4541039561125687,0.005237676641481676,0.4906781804477223,0.5323894282932424,0.012046701384965894,0.42716217572182946,0.4971826278011402,0.5689559651786463,-0.019819451681705364,0.2543318308768286,0.5903998782648757,0.2005089195660053,0.6207280870639719,0.5831685232036191,0.33990618081254104,0.5573027658744317,0.6357275542283145,0.7839329302204044,0.24044727506820884,0.2850280023883474
perimeter_worst,0.00022289782750788755,0.27192415121740166,0.08150194570358216,0.07549261783144258,0.10178098889926163,0.07696285744114141,0.3815145663601175,0.39236622218190415,0.31135362958441626,0.2919696364880258,1.0,0.2976810289034357,0.22551374246913905,0.09518089360398042,0.23740864482900162,0.1914897063630683,0.13606361956908405,0.3078576219648586,0.2566735685450136,0.26313230558495243,0.262925172311456,0.28180093071459766,0.11196937553366132,0.08152144130268615,0.12937825952206763,0.10467720228458907,0.29100258779505617,0.3083325334297453,0.27502787829704584,0.2760773825888455,0.5200608401224542,0.28184148524828767
area_mean,-0.05858559131814558,-0.02117312092141836,-0.24622043968646926,-0.0392547784798346,-0.21466135571766887,-0.2521310138954066,0.4170704498865422,0.3459234961292285,0.17347640117476434,0.09488488452221709,0.2976810289034357,1.0,0.0029961063276547207,0.10563264772535817,0.038442729239084296,-0.08113361762396389,0.27680403968886036,0.33380586283564706,0.23252171033043234,0.19631810961795698,0.21426161256907236,0.4983890149464518,-0.20856852287117525,-0.03140622246518964,-0.17483493751358528,-0.21590135576025915,0.3480183851702716,0.27433258674410316,0.1627829946018432,0.09254873082069584,0.20480309061979557,0.566543482468375
area_se,-0.011542234419258076,0.5041971073642237,0.3847123212206526,0.24709808571841527,0.39371609205487357,0.38710116671308764,0.22356092411948947,0.3510013090979342,0.4053834957411752,0.4541039561125687,0.22551374246913905,0.0029961063276547207,1.0,0.20997997620569225,0.8443993293047953,0.820535040817742,0.1493784409146592,0.2917463559558073,0.31269211642337097,0.4206049175318315,0.16252990957083788,0.2375648719212346,0.4287886039282719,0.1910052901370901,0.42500998282115493,0.42739898997266745,0.13562136937830627,0.22623863048090753,0.2693530421971776,0.35010172451701044,0.09786867983516763,0.07359358269474459
area_worst,0.01994194458707468,0.015872025573569565,-0.09586140546702411,0.30929392726394916,-0.09117020750463486,-0.09417932782977943,0.06180575488204281,0.03227443801369757,0.03534557781191596,0.005237676641481676,0.09518089360398042,0.10563264772535817,0.20997997620569225,1.0,0.20456268843675404,0.13354049767942797,0.3081989145952625,0.15668493758496266,0.13197290850133517,0.17951933440326714,0.26652964292076375,0.2094369179041522,-0.09733927323891656,0.3480274113972168,-0.09420576947608238,-0.09667825227031195,-0.01613327931181814,-0.06071260558326144,-0.04647102569109696,-0.06552606296932346,-0.080052497669613,-0.031352231386012445
smoothness_mean,0.001033566151118412,0.5152426232761508,0.39899946788422,0.26414160317392915,0.41424561232042467,0.40095072461704145,0.2207431656987476,0.4092919327425303,0.45962595281579827,0.4906781804477223,0.23740864482900162,0.038442729239084296,0.8443993293047953,0.20456268843675404,1.0,0.7742550479812723,0.14020938895587184,0.3673039905558133,0.3785470477584401,0.47846897817657535,0.1602310342262758,0.2871856134855925,0.4351272175881154,0.20563119640579125,0.4551788181627381,0.4342180192731425,0.13125253279301113,0.2952483821476581,0.32969618726309846,0.39646319310642414,0.11061106055458264,0.12259298461563654
smoothness_se,0.0028036776104516515,0.5837215691954606,0.5490794792246148,0.2706594723432954,0.5571268071865544,0.5523093878592009,0.1964144807759369,0.37248269202955014,0.4600802421821596,0.5323894282932424,0.1914897063630683,-0.08113361762396389,0.820535040817742,0.13354049767942797,0.7742550479812723,1.0,0.04369206974317976,0.2788596048619603,0.3192682183767204,0.4118310074881285,0.062222772915158445,0.17394614471486497,0.5902546074035151,0.22148213972434927,0.5852195529809342,0.5922592716267712,0.12343937268075576,0.27677070922410574,0.33818399521528153,0.43410581493130757,0.09914817792350111,0.057602317490262435
smoothness_worst,0.012488783022409253,-0.0426558007767452,-0.22606489623966344,0.024483782898072664,-0.21516464552188547,-0.22665787796709072,0.23012346260088498,0.08499207769774222,0.048788038690192326,0.012046701384965894,0.13606361956908405,0.27680403968886036,0.1493784409146592,0.3081989145952625,0.14020938895587184,0.04369206974317976,1.0,0.19454785718957873,0.166602701753828,0.24068302720730786,0.3319962420443655,0.320239148873828,-0.22107200378032704,-0.024264182644359877,-0.21123325789084768,-0.22312584135019006,0.2554874428595447,-0.03135599520749605,-0.039025357656667405,-0.04871555540055423,-0.04637026324013804,0.08770947134459615
compactness_mean,0.0254548043787713,0.3111147735525951,0.18115290095426356,0.18053500966378777,0.2115619713293116,0.1773775260730975,0.27421797585577856,0.6192178307867293,0.559087741675354,0.42716217572182946,0.3078576219648586,0.33380586283564706,0.2917463559558073,0.15668493758496266,0.3673039905558133,0.2788596048619603,0.19454785718957873,1.0,0.699147850562089,0.568071104209683,0.18965640219088784,0.5935748615757539,0.19566773224757408,0.14298315445042112,0.23766415127100168,0.1905699148674723,0.22428925827139254,0.5976559722947385,0.511200612733732,0.41570980815215963,0.18505289784898807,0.4307917035789927
compactness_se,0.018669721441694348,0.3844857254783089,0.2559450096317161,0.19781975350011632,0.2836800432988767,0.25404028979851173,0.24702443684212988,0.570662684129177,0.6783780353305552,0.4971826278011402,0.2566735685450136,0.23252171033043234,0.31269211642337097,0.13197290850133517,0.3785470477584401,0.3192682183767204,0.166602701753828,0.699147850562089,1.0,0.619564715046453,0.132572568116227,0.4904508819191793,0.26917193814178625,0.1589078427201233,0.30577775860068296,0.2659341075023823,0.2132572800042397,0.5345583411088144,0.6299474910078355,0.4820368054110252,0.1595405791682444,0.35174816190386293
compactness_worst,0.010641953942600015,0.39954573320988196,0.2867423691142813,0.1625702102963406,0.31085629640184664,0.28328020426813405,0.30547943088183177,0.537137786695126,0.5815173330667214,0.5689559651786463,0.26313230558495243,0.19631810961795698,0.4206049175318315,0.17951933440326714,0.47846897817657535,0.4118310074881285,0.24068302720730786,0.568071104209683,0.619564715046453,1.0,0.17954108678071032,0.43598104157099044,0.2877209935534209,0.10516995557500221,0.3161271028683317,0.28297776384470247,0.20444901982102825,0.4110780017280151,0.4474134831368222,0.5130671500340667,0.09184299147910478,0.2449710038651295
concavity_mean,-0.019547523145041715,-0.07545066303504673,-0.16840671434971338,0.007114308810482022,-0.15885594085235571,-0.16985938635361725,0.10104525395325445,0.06625066620928706,0.01524406291680308,-0.019819451681705364,0.262925172311456,0.21426161256907236,0.16252990957083788,0.26652964292076375,0.1602310342262758,0.062222772915158445,0.3319962420443655,0.18965640219088784,0.132572568116227,0.17954108678071032,1.0,0.2641154410125993,-0.18125747316646243,-0.0704039623982056,-0.1714522744104641,-0.18487395245697763,-0.028584083491589685,-0.055109141532013385,-0.0813530148484817,-0.0977526512474189,0.1969136471742522,0.007769093945864848
concavity_se,-0.013924646042953908,0.16467393251197854,-0.00583213151835832,0.09966292299051478,0.021156357807769192,-0.00873313795901472,0.2861671380445824,0.43720561769312677,0.3513986271017201,0.2543318308768286,0.28180093071459766,0.4983890149464518,0.2375648719212346,0.2094369179041522,0.2871856134855925,0.17394614471486497,0.320239148873828,0.5935748615757539,0.4904508819191793,0.43598104157099044,0.2641154410125993,1.0,0.010104513055448489,0.05563464882199288,0.04256135704910557,0.006083993773683519,0.21641357650233448,0.3654054461206987,0.2953787182447085,0.2229858757929606,0.12026877859966233,0.5284573228328359
concavity_worst,0.019043611510337302,0.6441948263941853,0.8820629394078087,0.24699256159444263,0.8869405139711831,0.8838111228471448,0.13621865363256977,0.3720458152536985,0.49291374658341836,0.5903998782648757,0.11196937553366132,-0.20856852287117525,0.4287886039282719,-0.09733927323891656,0.4351272175881154,0.5902546074035151,-0.22107200378032704,0.19566773224757408,0.26917193814178625,0.2877209935534209,-0.18125747316646243,0.010104513055448489,1.0,0.25012694815949293,0.9390260093227758,0.9792987541621857,0.14314609416815963,0.3825811475992884,0.4680600759665203,0.5817229078639888,0.16980367167395552,0.07810831587732481
concave_pts_mean,0.05121127058066457,0.3896541593126852,0.2103021083310968,0.7412926906699542,0.21603184341261034,0.21205134083761532,0.041361461641259194,0.17444861986918697,0.22779716170264697,0.2005089195660053,0.08152144130268615,-0.03140622246518964,0.1910052901370901,0.3480274113972168,0.20563119640579125,0.22148213972434927,-0.024264182644359877,0.14298315445042112,0.1589078427201233,0.10516995557500221,-0.0704039623982056,0.05563464882199288,0.25012694815949293,1.0,0.25798423890996197,0.2513408885491682,0.148001587612109,0.2345971714309603,0.2667335345386713,0.24773051967926107,0.15425760795685597,0.13015905479125486
concave_pts_se,0.01970699493888061,0.6508786774474363,0.8627633308670782,0.25440587138215637,0.8812445063428807,0.8634088850119981,0.1523429794012161,0.41262767059053496,0.5317504338030046,0.6207280870639719,0.12937825952206763,-0.17483493751358528,0.42500998282115493,-0.09420576947608238,0.4551788181627381,0.5852195529809342,-0.21123325789084768,0.23766415127100168,0.30577775860068296,0.3161271028683317,-0.1714522744104641,0.04256135704910557,0.9390260093227758,0.25798423890996197,1.0,0.9316917868894941,0.15881412800238784,0.4264791457818798,0.5071323358879981,0.6153779728208402,0.18632509876939116,0.11330892417729116
concave_pts_worst,0.017681260825200724,0.6431165458424388,0.882035231418031,0.248096382503423,0.8852459042890298,0.8859056250289308,0.1288814795487631,0.3639801569187288,0.4882811177157148,0.5831685232036191,0.10467720228458907,-0.21590135576025915,0.42739898997266745,-0.09667825227031195,0.4342180192731425,0.5922592716267712,-0.22312584135019006,0.1905699148674723,0.2659341075023823,0.28297776384470247,-0.18487395245697763,0.006083993773683519,0.9792987541621857,0.2513408885491682,0.9316917868894941,1.0,0.13760049649362538,0.375984526632537,0.46374614656537694,0.5753727051838057,0.16327238257734375,0.07234195316834566
symmetry_mean,-0.05481921519647167,0.34795230947517913,0.08228359958704096,0.0693363100786513,0.10242802421624346,0.07779340831645129,0.608474819310243,0.4122742122897591,0.33890181075963255,0.33990618081254104,0.29100258779505617,0.3480183851702716,0.13562136937830627,-0.01613327931181814,0.13125253279301113,0.12343937268075576,0.2554874428595447,0.22428925827139254,0.2132572800042397,0.20444901982102825,-0.028584083491589685,0.21641357650233448,0.14314609416815963,0.148001587612109,0.15881412800238784,0.13760049649362538,1.0,0.39645519515750205,0.364314911904335,0.3821309253256492,0.3466248251655855,0.4440013729551671
symmetry_se,-0.007513538667823988,0.49595750794542576,0.3329701070870867,0.19977650898650587,0.36502630775658435,0.3282567724629687,0.3358140685140748,0.72484185268382,0.6540701105678935,0.5573027658744317,0.3083325334297453,0.27433258674410316,0.22623863048090753,-0.06071260558326144,0.2952483821476581,0.27677070922410574,-0.03135599520749605,0.5976559722947385,0.5345583411088144,0.4110780017280151,-0.055109141532013385,0.3654054461206987,0.3825811475992884,0.2345971714309603,0.4264791457818798,0.375984526632537,0.39645519515750205,1.0,0.744722223093075,0.6482764975099407,0.3736284164039343,0.5691038795572844
symmetry_worst,-0.007539601825034494,0.5769068709182953,0.42109956734365406,0.23524203161152388,0.44954867325542497,0.41882234396942375,0.300847143881595,0.6479415715580625,0.7878697812697398,0.6357275542283145,0.27502787829704584,0.1627829946018432,0.2693530421971776,-0.04647102569109696,0.32969618726309846,0.33818399521528153,-0.039025357656667405,0.511200612733732,0.6299474910078355,0.4474134831368222,-0.0813530148484817,0.2953787182447085,0.4680600759665203,0.2667335345386713,0.5071323358879981,0.46374614656537694,0.364314911904335,0.744722223093075,1.0,0.7294684596409334,0.33206096320000955,0.445621396516987
fractal_dim_mean,-0.006401684710642748,0.6390903923366004,0.5325694478310553,0.21774256271883208,0.5598192173637424,0.5283754074184087,0.34919514287243336,0.6330904492346651,0.7340474055398336,0.7839329302204044,0.2760773825888455,0.09254873082069584,0.35010172451701044,-0.06552606296932346,0.39646319310642414,0.43410581493130757,-0.04871555540055423,0.41570980815215963,0.4820368054110252,0.5130671500340667,-0.0977526512474189,0.2229858757929606,0.5817229078639888,0.24773051967926107,0.6153779728208402,0.5753727051838057,0.3821309253256492,0.6482764975099407,0.7294684596409334,1.0,0.31926061006764633,0.35754866821406217
fractal_dim_se,-0.04692418043136414,0.3243801716559886,0.11414081846793973,0.08148152757012987,0.13028257335481877,0.11203209156589904,0.27060197061082,0.3129907819793834,0.26348996103909167,0.24044727506820884,0.5200608401224542,0.20480309061979557,0.09786867983516763,-0.080052497669613,0.11061106055458264,0.09914817792350111,-0.04637026324013804,0.18505289784898807,0.1595405791682444,0.09184299147910478,0.1969136471742522,0.12026877859966233,0.16980367167395552,0.15425760795685597,0.18632509876939116,0.16327238257734375,0.3466248251655855,0.3736284164039343,0.33206096320000955,0.31926061006764633,1.0,0.343083182750899
fractal_dim_worst,-0.060670200908512224,0.2545705110197949,0.02410324937763231,0.07828934895996689,0.05310315164477883,0.020264540768931354,0.357792300386212,0.49823132367789036,0.3774554488446292,0.2850280023883474,0.28184148524828767,0.566543482468375,0.07359358269474459,-0.031352231386012445,0.12259298461563654,0.057602317490262435,0.08770947134459615,0.4307917035789927,0.35174816190386293,0.2449710038651295,0.007769093945864848,0.5284573228328359,0.07810831587732481,0.13015905479125486,0.11330892417729116,0.07234195316834566,0.4440013729551671,0.5691038795572844,0.445621396516987,0.35754866821406217,0.343083182750899,1.0
